Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Bet365_Odds,Draw_Bet365_Odds,Away_Bet365_Odds,Season
2012-01-14,Blackburn,Fulham,H,3,1,15,17,11,7,0,9,14,11,1,1,1,0,3,3.3,2.38,2011-2012
2012-01-14,Chelsea,Sunderland,H,1,0,21,9,10,4,8,2,9,9,3,1,0,0,1.4,4.5,8.5,2011-2012
2012-01-14,Liverpool,Stoke,D,0,0,13,3,5,1,11,1,6,11,0,3,0,0,1.4,4.33,9,2011-2012
2012-01-14,Man United,Bolton,H,3,0,19,11,9,5,11,3,7,7,0,1,0,0,1.14,8,17,2011-2012
2012-01-14,Tottenham,Wolves,D,1,1,22,5,10,3,8,1,6,12,1,3,0,0,1.25,5.5,13,2011-2012
2012-01-14,West Brom,Norwich,A,1,2,16,7,8,4,10,5,6,14,0,1,0,0,2,3.4,3.8,2011-2012
2012-01-15,Newcastle,QPR,H,1,0,9,15,4,9,3,2,5,9,0,4,0,0,1.73,3.6,5,2011-2012
2012-01-15,Swansea,Arsenal,H,3,2,9,14,5,9,9,2,9,9,0,0,0,0,4.75,3.5,1.8,2011-2012
2012-01-16,Wigan,Man City,A,0,1,7,12,4,8,4,5,16,15,3,3,0,0,9,4.33,1.4,2011-2012
2012-01-21,Bolton,Liverpool,H,3,1,15,11,8,8,5,5,10,13,0,2,0,0,6,3.75,1.62,2011-2012
2012-01-21,Everton,Blackburn,D,1,1,15,14,8,8,5,8,15,13,2,2,0,0,1.53,4,6.5,2011-2012
2012-01-21,Fulham,Newcastle,H,5,2,10,15,7,9,2,6,8,12,0,4,0,0,2,3.4,3.8,2011-2012
2012-01-21,Norwich,Chelsea,D,0,0,5,19,3,9,1,11,5,4,0,0,0,0,5.5,4,1.62,2011-2012
2012-01-21,QPR,Wigan,H,3,1,16,9,8,4,7,1,10,15,2,2,0,0,2,3.4,3.8,2011-2012
2012-01-21,Stoke,West Brom,A,1,2,10,15,3,6,5,1,10,10,0,0,0,0,1.91,3.4,4.2,2011-2012
2012-01-21,Sunderland,Swansea,H,2,0,7,11,2,4,2,4,9,6,0,0,0,0,1.91,3.4,4.2,2011-2012
2012-01-21,Wolves,Aston Villa,A,2,3,13,11,9,5,12,3,11,8,1,0,1,0,2.5,3.25,2.88,2011-2012
2012-01-22,Arsenal,Man United,A,1,2,12,9,6,5,0,5,15,6,5,2,0,0,2.8,3.4,2.5,2011-2012
2012-01-22,Man City,Tottenham,H,3,2,13,12,7,7,9,4,7,10,2,1,0,0,1.91,3.6,4,2011-2012
2012-01-31,Everton,Man City,H,1,0,9,17,4,11,3,9,12,9,1,2,0,0,4.33,3.5,1.85,2011-2012
2012-01-31,Man United,Stoke,H,2,0,11,8,7,3,9,2,9,14,1,3,0,0,1.33,5,10,2011-2012
2012-01-31,Swansea,Chelsea,D,1,1,7,20,5,10,1,11,10,19,2,3,0,1,4,3.25,2,2011-2012
2012-01-31,Tottenham,Wigan,H,3,1,20,10,13,6,5,0,7,7,0,1,0,0,1.22,6,15,2011-2012
2012-01-31,Wolves,Liverpool,A,0,3,5,23,1,14,5,4,6,8,1,3,0,0,5,3.8,1.7,2011-2012
2012-02-01,Aston Villa,QPR,D,2,2,23,3,15,3,9,3,3,12,0,1,0,0,1.8,3.5,4.75,2011-2012
2012-02-01,Blackburn,Newcastle,A,0,2,23,9,12,5,14,2,9,17,1,2,0,0,2.63,3.3,2.7,2011-2012
2012-02-01,Bolton,Arsenal,D,0,0,14,16,8,7,6,6,8,10,1,1,0,0,5,3.75,1.7,2011-2012
2012-02-01,Fulham,West Brom,D,1,1,13,15,6,11,8,7,6,7,1,0,0,0,1.83,3.5,4.5,2011-2012
2012-02-01,Sunderland,Norwich,H,3,0,10,12,6,4,3,6,6,14,1,1,0,0,1.91,3.5,4.2,2011-2012
2012-02-04,Arsenal,Blackburn,H,7,1,20,3,11,3,11,1,9,14,2,3,0,1,1.29,5.5,11,2011-2012
2012-02-04,Man City,Fulham,H,3,0,16,11,10,8,4,6,8,7,1,3,0,0,1.3,5.5,10,2011-2012
2012-02-04,Norwich,Bolton,H,2,0,22,10,9,6,4,7,6,6,0,0,0,0,2,3.5,3.75,2011-2012
2012-02-04,QPR,Wolves,A,1,2,13,14,8,6,7,3,7,14,0,3,1,0,1.91,3.6,4,2011-2012
2012-02-04,Stoke,Sunderland,A,0,1,9,4,6,2,5,5,12,6,0,1,1,0,2.25,3.25,3.3,2011-2012
2012-02-04,West Brom,Swansea,A,1,2,18,15,11,8,8,7,11,6,2,1,0,0,2.1,3.3,3.6,2011-2012
2012-02-04,Wigan,Everton,D,1,1,2,8,1,4,4,3,12,8,2,0,0,0,3.5,3.4,2.1,2011-2012
2012-02-05,Chelsea,Man United,D,3,3,19,14,10,10,6,6,14,13,2,1,0,0,2.5,3.3,2.88,2011-2012
2012-02-05,Newcastle,Aston Villa,H,2,1,16,13,8,8,4,4,6,11,1,2,0,0,2,3.4,3.8,2011-2012
2012-02-06,Liverpool,Tottenham,D,0,0,15,9,10,6,7,4,6,11,2,2,0,0,2,3.4,3.8,2011-2012
2012-02-11,Blackburn,QPR,H,3,2,7,25,5,13,5,6,11,10,1,1,0,0,2.38,3.3,3,2011-2012
2012-02-11,Bolton,Wigan,A,1,2,13,10,8,6,7,7,19,10,3,2,0,0,2,3.5,3.75,2011-2012
2012-02-11,Everton,Chelsea,H,2,0,10,8,7,7,2,4,13,12,0,3,0,0,3.25,3.3,2.25,2011-2012
2012-02-11,Fulham,Stoke,H,2,1,11,12,4,4,5,4,12,6,1,2,0,0,1.91,3.5,4,2011-2012
2012-02-11,Man United,Liverpool,H,2,1,11,9,6,6,4,3,10,11,1,1,0,0,1.85,3.6,4.33,2011-2012
2012-02-11,Sunderland,Arsenal,A,1,2,8,10,5,8,7,3,7,7,2,1,0,0,3.5,3.4,2.1,2011-2012
2012-02-11,Swansea,Norwich,A,2,3,16,18,9,11,6,8,6,12,0,2,0,0,1.83,3.5,4.5,2011-2012
2012-02-11,Tottenham,Newcastle,H,5,0,18,7,9,3,4,3,7,9,2,1,0,0,1.44,4.33,7.5,2011-2012
2012-02-12,Aston Villa,Man City,A,0,1,9,17,5,10,5,8,15,5,3,0,0,0,5.5,3.6,1.67,2011-2012
2012-02-12,Wolves,West Brom,A,1,5,10,26,8,16,12,8,6,11,1,0,0,0,2.5,3.25,2.88,2011-2012
2012-02-25,Chelsea,Bolton,H,3,0,25,8,16,1,14,7,7,13,0,1,0,0,1.29,5.5,11,2011-2012
2012-02-25,Man City,Blackburn,H,3,0,20,2,13,2,10,3,6,10,0,2,0,0,1.17,7,17,2011-2012
2012-02-25,Newcastle,Wolves,D,2,2,13,7,8,6,3,3,8,8,1,1,0,0,1.57,4,6,2011-2012
2012-02-25,QPR,Fulham,A,0,1,17,7,8,3,6,5,17,12,1,4,1,0,2.63,3.25,2.75,2011-2012
2012-02-25,West Brom,Sunderland,H,4,0,18,10,13,4,7,0,6,8,1,1,0,0,2.4,3.25,3,2011-2012
2012-02-25,Wigan,Aston Villa,D,0,0,14,10,6,3,14,7,8,8,0,4,0,0,2.75,3.25,2.63,2011-2012
2012-02-26,Arsenal,Tottenham,H,5,2,21,8,13,4,7,5,15,12,3,3,0,1,2.5,3.4,2.75,2011-2012
2012-02-26,Norwich,Man United,A,1,2,16,11,7,9,4,4,9,10,1,2,0,0,6.5,4,1.53,2011-2012
2012-02-26,Stoke,Swansea,H,2,0,9,11,6,6,8,4,13,7,1,0,0,0,2.1,3.4,3.5,2011-2012
2012-03-03,Blackburn,Aston Villa,D,1,1,15,17,9,12,4,8,9,5,1,0,0,0,2.38,3.4,3,2011-2012
2012-03-03,Liverpool,Arsenal,A,1,2,12,10,4,7,12,0,11,9,0,1,0,0,2,3.5,3.75,2011-2012
2012-03-03,Man City,Bolton,H,2,0,23,8,10,5,7,4,13,8,0,0,0,0,1.13,8.5,21,2011-2012
2012-03-03,QPR,Everton,D,1,1,22,8,10,5,7,7,16,15,1,2,0,0,3.1,3.25,2.38,2011-2012
2012-03-03,Stoke,Norwich,H,1,0,11,7,7,5,8,2,10,16,0,2,0,0,1.83,3.5,4.5,2011-2012
2012-03-03,West Brom,Chelsea,H,1,0,19,13,11,6,14,5,9,10,3,1,0,0,4.2,3.4,1.91,2011-2012
2012-03-03,Wigan,Swansea,A,0,2,14,12,8,8,8,4,15,7,2,2,0,1,2.5,3.25,2.88,2011-2012
2012-03-04,Fulham,Wolves,H,5,0,25,8,19,3,7,7,7,9,1,2,0,0,1.57,3.75,6.5,2011-2012
2012-03-04,Newcastle,Sunderland,D,1,1,24,7,12,6,19,4,14,14,5,3,0,1,2.1,3.4,3.5,2011-2012
2012-03-04,Tottenham,Man United,A,1,3,18,6,9,5,7,3,8,10,1,2,0,0,2.88,3.4,2.4,2011-2012
2012-03-10,Aston Villa,Fulham,H,1,0,19,5,8,1,10,4,9,11,2,0,0,0,2.5,3.25,2.88,2011-2012
2012-03-10,Bolton,QPR,H,2,1,11,17,7,11,10,6,13,13,2,2,0,0,2.5,3.25,2.88,2011-2012
2012-03-10,Chelsea,Stoke,H,1,0,21,8,11,3,14,1,12,15,1,2,0,1,1.4,4.5,8.5,2011-2012
2012-03-10,Everton,Tottenham,H,1,0,9,21,5,9,0,8,13,11,2,2,0,0,2.88,3.25,2.5,2011-2012
2012-03-10,Sunderland,Liverpool,H,1,0,6,9,1,5,3,2,13,15,1,1,0,0,3.8,3.4,2,2011-2012
2012-03-10,Wolves,Blackburn,A,0,2,14,12,7,8,3,4,10,10,1,2,0,0,2.38,3.3,3,2011-2012
2012-03-11,Man United,West Brom,H,2,0,20,6,9,3,8,5,5,13,0,1,0,1,1.29,5.5,11,2011-2012
2012-03-11,Norwich,Wigan,D,1,1,13,18,6,9,3,5,12,7,4,4,0,0,1.83,3.6,4.33,2011-2012
2012-03-11,Swansea,Man City,H,1,0,8,18,5,13,7,9,9,14,0,2,0,0,6,3.75,1.62,2011-2012
2012-03-12,Arsenal,Newcastle,H,2,1,21,5,13,3,6,3,11,12,2,3,0,0,1.44,4.33,7.5,2011-2012
2012-03-13,Liverpool,Everton,H,3,0,15,5,10,3,4,4,6,7,1,4,0,0,1.73,3.4,5.5,2011-2012
2012-03-17,Fulham,Swansea,A,0,3,14,10,7,7,6,2,8,7,0,0,0,0,1.83,3.5,4.5,2011-2012
2012-03-17,Wigan,West Brom,D,1,1,20,8,6,2,13,5,8,10,2,4,0,0,2.75,3.3,2.6,2011-2012
2012-03-18,Newcastle,Norwich,H,1,0,15,12,10,5,4,5,8,15,0,3,0,0,1.8,3.6,4.5,2011-2012
2012-03-18,Wolves,Man United,A,0,5,7,22,3,18,4,7,6,11,1,1,1,0,9,5,1.33,2011-2012
2012-03-20,Blackburn,Sunderland,H,2,0,16,2,9,0,7,8,13,10,0,1,0,0,2.4,3.4,2.88,2011-2012
2012-03-21,Everton,Arsenal,A,0,1,7,12,2,8,4,6,11,11,2,1,0,0,3,3.4,2.3,2011-2012
2012-03-21,Man City,Chelsea,H,2,1,20,6,10,5,11,4,8,7,1,2,0,0,1.91,3.6,4,2011-2012
2012-03-21,QPR,Liverpool,H,3,2,10,18,5,11,7,17,8,6,0,0,0,0,5,3.6,1.73,2011-2012
2012-03-21,Tottenham,Stoke,D,1,1,24,8,18,2,13,1,10,10,1,1,0,0,1.4,4.5,8.5,2011-2012
2012-03-24,Arsenal,Aston Villa,H,3,0,20,3,12,2,15,5,6,13,0,5,0,0,1.33,5,10,2011-2012
2012-03-24,Bolton,Blackburn,H,2,1,12,10,6,4,11,4,8,3,0,2,0,0,2.4,3.4,2.9,2011-2012
2012-03-24,Chelsea,Tottenham,D,0,0,10,19,5,7,6,5,9,11,1,2,0,0,1.83,3.6,4.33,2011-2012
2012-03-24,Liverpool,Wigan,A,1,2,12,6,9,5,6,0,14,10,1,2,0,0,1.29,5.5,11,2011-2012
2012-03-24,Norwich,Wolves,H,2,1,15,10,11,6,5,5,13,7,2,2,1,0,1.73,3.75,4.75,2011-2012
2012-03-24,Stoke,Man City,D,1,1,10,16,3,11,5,7,15,12,1,2,0,0,6,3.75,1.62,2011-2012
2012-03-24,Sunderland,QPR,H,3,1,15,10,8,6,5,2,11,9,2,3,0,1,2,3.4,3.8,2011-2012
2012-03-24,Swansea,Everton,A,0,2,10,15,3,8,3,3,10,10,1,2,0,0,2.2,3.25,3.4,2011-2012
2012-03-25,West Brom,Newcastle,A,1,3,14,10,6,7,10,4,10,4,0,1,0,0,2.3,3.4,3.1,2011-2012
2012-03-26,Man United,Fulham,H,1,0,19,5,16,4,7,1,17,6,1,0,0,0,1.22,6,15,2011-2012
2012-03-31,Aston Villa,Chelsea,A,2,4,9,12,5,9,6,4,13,5,1,0,0,0,4.5,3.5,1.83,2011-2012
2012-03-31,Everton,West Brom,H,2,0,16,9,9,5,5,2,8,12,2,1,0,0,1.83,3.5,4.5,2011-2012
2012-03-31,Fulham,Norwich,H,2,1,14,16,9,8,6,7,11,9,1,2,0,0,1.7,3.75,5,2011-2012
2012-03-31,Man City,Sunderland,D,3,3,19,8,10,4,17,5,11,13,1,1,0,0,1.22,6.5,12,2011-2012
2012-03-31,QPR,Arsenal,H,2,1,10,13,8,7,4,6,13,9,5,2,0,0,5.5,4.2,1.57,2011-2012
2012-03-31,Wigan,Stoke,H,2,0,13,6,11,2,8,1,14,13,2,4,0,0,2.63,3.25,2.75,2011-2012
2012-03-31,Wolves,Bolton,A,2,3,14,19,8,11,13,4,11,11,1,1,0,0,2.3,3.4,3.1,2011-2012
2012-04-01,Newcastle,Liverpool,H,2,0,11,9,7,6,3,6,10,11,3,3,0,1,2.88,3.4,2.4,2011-2012
2012-04-01,Tottenham,Swansea,H,3,1,15,11,10,7,7,7,11,12,0,0,0,0,1.4,4.5,8.5,2011-2012
2012-04-02,Blackburn,Man United,A,0,2,11,14,6,6,2,10,8,5,1,1,0,0,9,4.75,1.36,2011-2012
2012-04-06,Swansea,Newcastle,A,0,2,19,5,13,4,7,0,10,7,1,1,0,0,2.4,3.4,2.88,2011-2012
2012-04-07,Bolton,Fulham,A,0,3,13,11,7,8,5,3,11,9,1,0,0,0,2.6,3.3,2.75,2011-2012
2012-04-07,Chelsea,Wigan,H,2,1,19,13,10,7,5,3,14,11,2,2,0,0,1.25,6,12,2011-2012
2012-04-07,Liverpool,Aston Villa,D,1,1,21,5,5,3,11,3,4,9,1,1,0,0,1.44,4.33,7.5,2011-2012
2012-04-07,Norwich,Everton,D,2,2,14,9,11,5,2,4,7,17,0,3,0,0,3,3.3,2.4,2011-2012
2012-04-07,Stoke,Wolves,H,2,1,14,9,6,5,3,8,7,11,1,1,0,0,1.57,4,6,2011-2012
2012-04-07,Sunderland,Tottenham,D,0,0,12,15,9,8,11,4,12,10,2,2,0,0,3.3,3.4,2.2,2011-2012
2012-04-07,West Brom,Blackburn,H,3,0,9,16,6,10,8,4,5,7,1,1,0,1,1.91,3.6,4,2011-2012
2012-04-08,Arsenal,Man City,H,1,0,12,7,7,2,7,6,13,14,2,4,0,1,2.4,3.4,2.88,2011-2012
2012-04-08,Man United,QPR,H,2,0,24,9,14,7,11,5,13,10,1,0,0,1,1.17,7.5,15,2011-2012
2012-04-09,Aston Villa,Stoke,D,1,1,7,7,3,3,5,4,9,9,3,0,0,0,2.2,3.3,3.4,2011-2012
2012-04-09,Everton,Sunderland,H,4,0,22,3,12,0,5,2,7,12,0,2,0,0,1.83,3.5,4.5,2011-2012
2012-04-09,Fulham,Chelsea,D,1,1,11,12,9,4,7,11,5,16,1,3,0,0,3.5,3.4,2.1,2011-2012
2012-04-09,Newcastle,Bolton,H,2,0,8,9,4,6,6,5,7,18,1,1,0,0,1.53,4.2,6,2011-2012
2012-04-09,Tottenham,Norwich,A,1,2,13,12,9,6,10,3,12,12,1,2,0,0,1.29,5.5,11,2011-2012
2012-04-10,Blackburn,Liverpool,A,2,3,10,16,4,12,4,4,16,12,4,5,0,1,3.5,3.4,2.1,2011-2012
2012-04-11,Man City,West Brom,H,4,0,17,4,12,1,6,2,7,9,0,0,0,0,1.25,5.5,13,2011-2012
2012-04-11,QPR,Swansea,H,3,0,16,9,8,6,6,9,9,10,2,0,0,0,2.1,3.4,3.5,2011-2012
2012-04-11,Wigan,Man United,H,1,0,11,8,8,3,7,3,8,14,1,2,0,0,9,4.75,1.36,2011-2012
2012-04-11,Wolves,Arsenal,A,0,3,9,10,6,7,6,4,9,4,3,0,1,0,7,4.5,1.44,2011-2012
2012-04-14,Norwich,Man City,A,1,6,16,22,8,17,3,5,10,5,1,2,0,0,6,4.2,1.53,2011-2012
2012-04-14,Sunderland,Wolves,D,0,0,15,12,6,8,8,4,4,11,0,1,0,0,1.5,4.2,6.5,2011-2012
2012-04-14,Swansea,Blackburn,H,3,0,16,7,8,2,7,3,8,12,0,2,0,0,1.91,3.5,4,2011-2012
2012-04-14,West Brom,QPR,H,1,0,15,16,10,6,6,8,13,11,3,1,0,0,2.1,3.4,3.5,2011-2012
2012-04-15,Man United,Aston Villa,H,4,0,24,10,16,4,11,4,9,7,3,3,0,0,1.22,6.5,13,2011-2012
2012-04-16,Arsenal,Wigan,A,1,2,18,12,8,7,9,3,15,13,2,3,0,0,1.25,6,12,2011-2012
2012-04-21,Arsenal,Chelsea,D,0,0,13,13,8,7,7,7,11,11,3,4,0,0,2,3.6,3.6,2011-2012
2012-04-21,Aston Villa,Sunderland,D,0,0,12,10,7,5,8,5,11,8,0,2,0,1,2.3,3.3,3.2,2011-2012
2012-04-21,Blackburn,Norwich,H,2,0,9,12,6,5,9,7,8,13,1,1,0,0,2.1,3.4,3.5,2011-2012
2012-04-21,Bolton,Swansea,D,1,1,7,20,5,12,8,10,19,7,2,1,0,0,2.2,3.3,3.4,2011-2012
2012-04-21,Fulham,Wigan,H,2,1,15,9,9,5,4,0,11,16,1,2,0,0,1.91,3.6,4,2011-2012
2012-04-21,Newcastle,Stoke,H,3,0,16,7,11,2,4,5,8,10,0,2,0,0,1.67,3.75,5.5,2011-2012
2012-04-21,QPR,Tottenham,H,1,0,12,17,5,8,4,13,13,10,4,0,1,0,4,3.6,1.91,2011-2012
2012-04-22,Liverpool,West Brom,A,0,1,28,9,12,4,15,3,10,8,2,0,0,0,1.44,4.33,7.5,2011-2012
2012-04-22,Man United,Everton,D,4,4,20,17,11,10,5,2,8,11,1,2,0,0,1.3,5,11,2011-2012
2012-04-22,Wolves,Man City,A,0,2,7,17,4,9,7,4,6,10,0,1,0,0,12,6.5,1.22,2011-2012
2012-04-24,Aston Villa,Bolton,A,1,2,17,12,6,11,9,6,9,16,1,2,0,0,1.91,3.5,4,2011-2012
2012-04-28,Everton,Fulham,H,4,0,11,6,7,5,3,5,13,8,1,1,0,0,1.83,3.5,4.5,2011-2012
2012-04-28,Norwich,Liverpool,A,0,3,8,15,3,9,5,7,9,4,4,0,0,0,3.8,3.4,2,2011-2012
2012-04-28,Stoke,Arsenal,D,1,1,6,17,4,10,2,6,8,10,1,2,0,0,4.33,3.6,1.83,2011-2012
2012-04-28,Sunderland,Bolton,D,2,2,12,16,6,9,7,5,8,16,1,0,0,0,2,3.5,3.75,2011-2012
2012-04-28,Swansea,Wolves,D,4,4,10,15,8,9,2,6,8,8,2,1,0,0,1.53,4,6.5,2011-2012
2012-04-28,West Brom,Aston Villa,D,0,0,13,8,7,5,10,3,14,16,0,4,0,0,2.1,3.4,3.5,2011-2012
2012-04-28,Wigan,Newcastle,H,4,0,10,11,8,3,4,1,14,12,2,1,0,0,2.8,3.4,2.5,2011-2012
2012-04-29,Chelsea,QPR,H,6,1,25,11,18,7,8,5,9,8,0,1,0,0,1.4,4.5,8.5,2011-2012
2012-04-29,Tottenham,Blackburn,H,2,0,19,0,8,0,6,1,5,14,0,0,0,0,1.36,5,8,2011-2012
2012-04-30,Man City,Man United,H,1,0,12,4,5,2,8,8,11,14,3,2,0,0,2.1,3.5,3.4,2011-2012
2012-05-01,Liverpool,Fulham,A,0,1,18,7,5,4,5,4,11,7,0,0,0,0,1.62,4,5.5,2011-2012
2012-05-01,Stoke,Everton,D,1,1,10,11,5,4,4,6,6,14,2,1,0,0,2.75,3.25,2.6,2011-2012
2012-05-02,Bolton,Tottenham,A,1,4,14,13,8,10,4,7,6,9,2,1,0,0,4,3.6,1.91,2011-2012
2012-05-02,Chelsea,Newcastle,A,0,2,17,12,6,6,4,4,9,5,0,3,0,0,1.5,4.33,6.5,2011-2012
2012-05-05,Arsenal,Norwich,D,3,3,20,12,13,6,6,1,8,15,2,3,0,0,1.22,6.5,12,2011-2012
2012-05-06,Aston Villa,Tottenham,D,1,1,4,21,2,10,4,19,10,8,1,2,0,1,4.2,3.75,1.83,2011-2012
2012-05-06,Bolton,West Brom,D,2,2,11,17,6,13,4,4,14,8,1,4,0,0,2,3.5,3.75,2011-2012
2012-05-06,Fulham,Sunderland,H,2,1,20,12,15,7,8,2,9,13,0,0,0,0,1.83,3.6,4.33,2011-2012
2012-05-06,Man United,Swansea,H,2,0,26,13,18,9,16,3,12,6,1,0,0,0,1.17,7,17,2011-2012
2012-05-06,Newcastle,Man City,A,0,2,14,19,9,12,2,6,12,7,4,3,0,0,5,4,1.67,2011-2012
2012-05-06,QPR,Stoke,H,1,0,21,8,12,1,7,3,11,14,0,0,0,0,1.83,3.75,4.2,2011-2012
2012-05-06,Wolves,Everton,D,0,0,7,18,1,10,3,7,7,10,0,0,0,0,5,3.75,1.7,2011-2012
2012-05-07,Blackburn,Wigan,A,0,1,12,19,7,9,5,6,14,12,2,1,0,0,2.4,3.5,2.88,2011-2012
2012-05-08,Liverpool,Chelsea,H,4,1,23,9,13,5,7,4,15,13,2,4,0,0,2.1,3.5,3.4,2011-2012
2012-05-13,Chelsea,Blackburn,H,2,1,18,8,6,5,8,2,13,4,1,0,0,0,1.3,5.5,10,2011-2012
2012-05-13,Everton,Newcastle,H,3,1,17,11,11,5,4,3,15,16,2,1,0,0,2.2,3.5,3.2,2011-2012
2012-05-13,Man City,QPR,H,3,2,35,3,24,3,19,0,4,6,1,1,0,1,1.13,9,19,2011-2012
2012-05-13,Norwich,Aston Villa,H,2,0,21,9,12,5,9,6,6,10,1,2,0,0,2.2,3.4,3.25,2011-2012
2012-05-13,Stoke,Bolton,D,2,2,12,20,8,8,5,9,10,5,1,1,0,0,2.38,3.5,2.88,2011-2012
2012-05-13,Sunderland,Man United,A,0,1,6,17,5,9,1,9,14,11,3,3,0,0,7,4.5,1.44,2011-2012
2012-05-13,Swansea,Liverpool,H,1,0,13,14,8,9,6,5,5,5,1,1,0,0,3.4,3.5,2.1,2011-2012
2012-05-13,Tottenham,Fulham,H,2,0,15,10,9,7,9,3,8,12,0,2,0,0,1.4,4.5,8.5,2011-2012
2012-05-13,West Brom,Arsenal,A,2,3,12,12,8,8,9,5,12,10,0,1,0,0,5,4,1.67,2011-2012
2012-05-13,Wigan,Wolves,H,3,2,14,10,10,7,9,2,15,9,1,2,0,0,1.57,4,6,2011-2012
