Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Win_Bet365_Odds,Draw_Bet365_Odds,Away_Win_Bet365_Odds,Home_Win_Pinnacle_Odds,Draw_Pinnacle_Odds,Away_Win_Pinnacle_Odds,Season
2016-04-24,Leicester,Swansea,H,4,0,18,9,9,1,4,6,15,10,1,2,0,0,1.75,3.7,5.5,1.71,3.87,5.64,2015-2016
2016-04-24,Sunderland,Arsenal,D,0,0,12,20,3,7,7,7,10,8,2,4,0,0,4.5,4,1.8,5.48,4.32,1.65,2015-2016
2016-04-25,Tottenham,West Brom,D,1,1,19,16,2,3,9,7,8,13,0,1,0,0,1.22,7,15,1.24,6.9,15.25,2015-2016
2016-04-30,Arsenal,Norwich,H,1,0,14,12,3,3,7,3,8,7,1,0,0,0,1.29,6.5,11,1.25,6.7,13.65,2015-2016
2016-04-30,Everton,Bournemouth,H,2,1,12,16,5,2,3,5,4,8,1,0,0,0,2,3.8,3.8,2.42,3.73,2.95,2015-2016
2016-04-30,Newcastle,Crystal Palace,H,1,0,10,9,4,3,4,8,11,12,2,0,0,0,2,3.6,4,2.15,3.57,3.63,2015-2016
2016-04-30,Stoke,Sunderland,D,1,1,11,14,3,5,2,8,13,13,2,2,0,0,2.75,3.3,2.8,2.95,3.51,2.52,2015-2016
2016-04-30,Watford,Aston Villa,H,3,2,18,7,6,2,8,4,14,10,2,3,0,1,1.7,3.8,5.75,1.77,3.78,5.26,2015-2016
2016-04-30,West Brom,West Ham,A,0,3,15,8,5,4,8,6,14,7,0,0,0,0,4,3.4,2.1,3.94,3.68,2.02,2015-2016
2016-05-01,Man United,Leicester,D,1,1,21,14,6,3,6,5,16,10,3,0,0,1,2.1,3.4,3.9,2,3.49,4.28,2015-2016
2016-05-01,Southampton,Man City,H,4,2,14,6,7,5,8,2,12,9,2,1,0,0,2.8,3.4,2.7,2.42,3.56,3.06,2015-2016
2016-05-01,Swansea,Liverpool,H,3,1,18,11,9,3,4,7,12,13,2,2,0,1,3.1,3.5,2.4,3.57,3.63,2.15,2015-2016
2016-05-02,Chelsea,Tottenham,D,2,2,13,16,5,5,7,8,9,20,3,9,0,0,2.75,3.6,2.63,2.58,3.56,2.85,2015-2016
2016-05-07,Aston Villa,Newcastle,D,0,0,2,9,0,3,0,5,8,13,1,1,0,0,5.75,4.2,1.65,5.05,4.13,1.72,2015-2016
2016-05-07,Bournemouth,West Brom,D,1,1,12,12,4,4,5,3,5,8,2,1,0,0,1.95,3.6,4.2,1.93,3.65,4.38,2015-2016
2016-05-07,Crystal Palace,Stoke,H,2,1,17,12,4,3,4,3,8,18,2,3,0,0,2.05,3.5,3.9,2.02,3.54,4.12,2015-2016
2016-05-07,Leicester,Everton,H,3,1,32,9,8,5,12,4,4,12,0,3,0,0,1.91,4,4,1.83,4.21,4.21,2015-2016
2016-05-07,Norwich,Man United,A,0,1,8,15,2,2,1,6,11,10,1,0,0,0,4.5,3.6,1.91,3.82,3.53,2.11,2015-2016
2016-05-07,Sunderland,Chelsea,H,3,2,15,9,4,8,3,3,11,9,4,1,0,1,3,3.5,2.45,3.29,3.63,2.27,2015-2016
2016-05-07,West Ham,Swansea,A,1,4,25,13,7,6,13,3,11,8,3,0,0,0,1.44,4.75,8,1.35,5.73,9.76,2015-2016
2016-05-08,Liverpool,Watford,H,2,0,19,14,5,3,8,8,10,15,1,2,0,0,1.5,4.5,7.5,1.55,4.48,6.55,2015-2016
2016-05-08,Man City,Arsenal,D,2,2,14,5,3,2,7,2,16,10,2,1,0,0,2.5,3.6,2.9,2.22,3.61,3.41,2015-2016
2016-05-08,Tottenham,Southampton,A,1,2,20,10,6,2,10,2,8,16,0,3,0,0,2.05,3.6,3.9,2.25,3.44,3.49,2015-2016
2016-05-10,West Ham,Man United,H,3,2,20,3,6,2,6,2,6,18,1,3,0,0,3,3.5,2.45,3.15,3.47,2.41,2015-2016
2016-05-11,Liverpool,Chelsea,D,1,1,28,13,9,7,7,3,11,12,3,1,0,0,2,3.8,3.8,1.71,4.36,4.81,2015-2016
2016-05-11,Norwich,Watford,H,4,2,18,12,6,7,5,1,8,12,2,3,0,0,1.83,3.75,4.75,1.88,3.98,4.19,2015-2016
2016-05-11,Sunderland,Everton,H,3,0,14,17,8,6,5,5,15,7,1,0,0,0,1.75,4,5,1.86,3.98,4.31,2015-2016
2016-05-15,Arsenal,Aston Villa,H,4,0,16,5,7,2,5,4,12,6,0,1,0,0,1.17,9,17,1.12,12.03,23.6,2015-2016
2016-05-15,Chelsea,Leicester,D,1,1,17,18,4,5,7,6,4,12,0,0,0,0,2.3,3.75,3.1,2.01,3.99,3.68,2015-2016
2016-05-15,Everton,Norwich,H,3,0,15,10,8,2,4,11,7,11,0,0,0,0,1.8,4,4.5,1.74,4.38,4.6,2015-2016
2016-05-15,Newcastle,Tottenham,H,5,1,19,17,10,5,3,8,7,6,1,2,1,0,4.5,4,1.8,5.3,4.18,1.69,2015-2016
2016-05-15,Southampton,Crystal Palace,H,4,1,18,16,5,4,2,5,7,14,1,2,0,0,1.36,5.5,9,1.29,6.8,10,2015-2016
2016-05-15,Stoke,West Ham,H,2,1,7,20,4,7,4,10,8,12,3,1,0,0,3.5,3.6,2.15,3.05,4,2.26,2015-2016
2016-05-15,Swansea,Man City,D,1,1,4,18,1,5,4,4,4,19,1,3,0,0,6,4.75,1.53,7.05,5,1.47,2015-2016
2016-05-15,Watford,Sunderland,D,2,2,21,6,6,4,7,4,11,10,1,0,0,0,2.05,3.75,3.7,1.64,4.52,5.27,2015-2016
2016-05-15,West Brom,Liverpool,D,1,1,13,7,1,3,7,5,11,14,3,1,0,0,2.4,3.6,3,2.61,3.75,2.7,2015-2016
2016-05-17,Man United,Bournemouth,H,3,1,12,7,5,0,7,1,9,8,1,0,0,0,1.67,4.2,5.25,1.5,4.6,7.03,2015-2016
