Date,Home_Team,Away_Team,Full_Time_Result,Full_Time_Home_Goals,Full_Time_Away_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Bet365_Home_Odds,Bet365_Draw_Odds,Bet365_Away_Odds,Pinnacle_Home_Odds,Pinnacle_Draw_Odds,Pinnacle_Away_Odds,Season
2021-01-17,Sheffield United,Tottenham,A,1,3,15,14,5,5,5,7,13,4,4,0,0,0,6.25,3.75,1.6,4.81,3.71,1.83,2020-2021
2021-01-17,Liverpool,Man United,D,0,0,17,8,3,4,7,3,15,6,2,1,0,0,1.95,3.8,3.6,1.94,3.98,3.89,2020-2021
2021-01-17,Man City,Crystal Palace,H,4,0,13,2,6,0,11,1,9,8,0,0,0,0,1.14,8.5,17,1.19,7.48,17.24,2020-2021
2021-01-18,Arsenal,Newcastle,H,3,0,20,4,6,1,7,2,9,8,0,0,0,0,1.4,4.5,8,1.44,4.84,7.87,2020-2021
2021-01-19,West Ham,West Brom,H,2,1,14,6,6,2,3,1,10,10,0,1,0,0,1.57,4.2,5.5,1.54,4.27,7.01,2020-2021
2021-01-19,Leicester,Chelsea,H,2,0,8,9,6,5,6,3,7,16,1,3,0,0,2.87,3.4,2.45,2.88,3.48,2.58,2020-2021
2021-01-20,Man City,Aston Villa,H,2,0,28,11,9,4,16,2,10,9,0,2,0,0,1.22,6.5,12,1.33,5.95,9.55,2020-2021
2021-01-20,Fulham,Man United,A,1,2,12,15,5,5,2,8,6,10,3,1,0,0,6,4.33,1.53,5.49,4.18,1.66,2020-2021
2021-01-21,Liverpool,Burnley,A,0,1,27,6,6,4,12,0,11,8,2,1,0,0,1.18,7.5,15,1.35,5.34,9.48,2020-2021
2021-01-23,Aston Villa,Newcastle,H,2,0,14,7,5,1,5,4,9,18,0,3,0,0,1.45,4.75,6.5,1.52,4.66,6.51,2020-2021
2021-01-26,Crystal Palace,West Ham,A,2,3,6,17,3,7,3,4,9,8,0,0,0,0,3.1,3.25,2.37,3.64,3.38,2.21,2020-2021
2021-01-26,Newcastle,Leeds,A,1,2,22,9,5,2,9,5,10,15,1,3,0,0,3.9,3.8,1.85,4.2,4.01,1.86,2020-2021
2021-01-26,Southampton,Arsenal,A,1,3,13,9,5,5,4,5,11,6,1,2,0,0,3.5,3.6,2.05,3.55,3.74,2.11,2020-2021
2021-01-26,West Brom,Man City,A,0,5,4,18,1,7,3,8,8,8,2,0,0,0,15,7.5,1.18,20.07,8.8,1.16,2020-2021
2021-01-27,Burnley,Aston Villa,H,3,2,10,18,5,10,2,4,16,7,1,0,0,0,3.8,3.5,1.95,4.66,3.84,1.82,2020-2021
2021-01-27,Chelsea,Wolves,D,0,0,14,4,5,0,13,1,14,7,1,1,0,0,1.6,4.2,5.25,1.64,3.97,6.1,2020-2021
2021-01-27,Brighton,Fulham,D,0,0,16,10,5,3,10,0,10,14,2,1,0,0,2.05,3.4,3.75,2.14,3.35,3.9,2020-2021
2021-01-27,Everton,Leicester,D,1,1,8,19,2,6,5,11,12,10,1,1,0,0,2.8,3.3,2.55,3.38,3.34,2.34,2020-2021
2021-01-27,Man United,Sheffield United,A,1,2,16,5,4,3,7,2,10,12,1,1,0,0,1.25,6,11,1.28,6.26,11.23,2020-2021
2021-01-28,Tottenham,Liverpool,A,1,3,3,14,2,7,1,2,9,11,1,2,0,0,3.2,3.6,2.2,3.69,3.9,2.02,2020-2021
2021-01-30,Everton,Newcastle,A,0,2,11,13,3,3,7,12,13,6,3,4,0,0,1.55,4,6.5,1.56,4.17,6.83,2020-2021
2021-01-30,Crystal Palace,Wolves,H,1,0,11,6,2,4,1,6,7,10,1,2,0,0,2.87,3.2,2.55,2.99,3.18,2.68,2020-2021
2021-01-30,Man City,Sheffield United,H,1,0,10,4,5,1,10,0,7,10,0,3,0,0,1.12,9,18,1.19,7.29,18.12,2020-2021
2021-01-30,West Brom,Fulham,D,2,2,5,12,3,7,2,3,9,10,1,0,0,0,3.3,3.2,2.3,3.6,3.41,2.22,2020-2021
2021-01-30,Arsenal,Man United,D,0,0,17,14,3,3,4,7,9,16,1,3,0,0,2.8,3.5,2.45,3.6,3.7,2.11,2020-2021
2021-01-30,Southampton,Aston Villa,A,0,1,20,8,5,4,7,1,12,11,1,0,0,0,2.8,3.6,2.37,3.37,3.74,2.18,2020-2021
2021-01-31,Chelsea,Burnley,H,2,0,19,1,8,0,4,2,7,9,0,1,0,0,1.33,5,9.5,1.36,5.2,9.96,2020-2021
2021-01-31,Leicester,Leeds,A,1,3,18,8,8,7,6,4,17,16,0,3,0,0,1.8,4,4.2,1.87,3.93,4.28,2020-2021
2021-01-31,West Ham,Liverpool,A,1,3,8,14,2,5,6,5,7,8,2,0,0,0,4.33,4,1.75,3.66,3.53,2.14,2020-2021
2021-01-31,Brighton,Tottenham,H,1,0,16,8,5,4,9,2,11,11,2,1,0,0,3.2,3.4,2.25,3.12,3.43,2.44,2020-2021
2021-02-02,Sheffield United,West Brom,H,2,1,14,8,6,4,9,2,11,9,2,1,0,0,2,3.3,4,2.2,3.36,3.68,2020-2021
2021-02-02,Wolves,Arsenal,H,2,1,11,9,7,3,9,6,11,8,3,2,0,2,3.6,3.3,2.1,3.72,3.34,2.2,2020-2021
2021-02-02,Man United,Southampton,H,9,0,24,3,14,1,5,3,11,6,2,3,0,2,1.4,4.75,7,1.45,4.95,7.33,2020-2021
2021-02-02,Newcastle,Crystal Palace,A,1,2,21,6,5,3,9,1,14,11,1,3,0,0,2.8,3.2,2.6,3.01,3.45,2.49,2020-2021
2021-02-03,Burnley,Man City,A,0,2,2,17,0,6,1,3,8,5,2,1,0,0,13,7,1.2,17.18,6.69,1.22,2020-2021
2021-02-03,Fulham,Leicester,A,0,2,8,9,1,5,5,2,17,10,3,1,0,0,4,3.5,1.9,3.9,3.34,2.14,2020-2021
2021-02-03,Leeds,Everton,A,1,2,16,10,7,6,7,1,12,12,2,3,0,0,2.5,3.5,2.7,2.65,3.51,2.78,2020-2021
2021-02-03,Aston Villa,West Ham,A,1,3,9,20,2,10,7,3,11,15,1,1,0,0,2.2,3.4,3.25,2.46,3.57,2.98,2020-2021
2021-02-03,Liverpool,Brighton,A,0,1,11,13,1,4,6,3,12,6,1,0,0,0,1.33,5.25,9,1.52,4.68,6.57,2020-2021
2021-02-04,Tottenham,Chelsea,A,0,1,7,18,2,2,2,7,20,14,2,3,0,0,3.5,3.4,2.1,4.11,3.59,1.99,2020-2021
2021-02-06,Aston Villa,Arsenal,H,1,0,12,14,8,3,3,7,12,12,3,2,0,0,2.62,3.5,2.6,3.05,3.5,2.45,2020-2021
2021-02-06,Burnley,Brighton,D,1,1,20,10,7,2,8,7,8,10,2,0,0,0,3.6,3.1,2.2,3.66,3.24,2.27,2020-2021
2021-02-06,Newcastle,Southampton,H,3,2,6,14,4,5,0,7,11,14,2,1,1,0,3,3.3,2.4,3.39,3.64,2.21,2020-2021
2021-02-06,Fulham,West Ham,D,0,0,20,8,2,1,7,3,11,10,1,2,0,1,3.6,3.5,2.05,4.07,3.67,1.98,2020-2021
2021-02-06,Man United,Everton,D,3,3,14,6,5,3,5,1,14,10,2,1,0,0,1.53,4.2,6,1.64,4.25,5.61,2020-2021
2021-02-07,Tottenham,West Brom,H,2,0,13,4,6,1,8,0,16,12,1,2,0,0,1.45,4.5,7,1.4,5.04,8.69,2020-2021
2021-02-07,Wolves,Leicester,D,0,0,13,13,1,3,8,2,11,15,1,3,0,0,3.5,3.4,2.1,3.51,3.32,2.3,2020-2021
2021-02-07,Liverpool,Man City,A,1,4,8,8,3,5,6,1,13,8,2,1,0,0,3.4,3.6,2.05,3.15,3.69,2.3,2020-2021
2021-02-07,Sheffield United,Chelsea,A,1,2,8,9,3,3,1,8,8,8,1,0,0,0,7,4.5,1.45,6.96,4.36,1.53,2020-2021
2021-02-08,Leeds,Crystal Palace,H,2,0,17,8,7,3,5,3,7,8,0,2,0,0,1.8,3.8,4.2,1.79,3.67,5.13,2020-2021
2021-02-13,Leicester,Liverpool,H,3,1,11,15,6,4,2,12,9,6,1,2,0,0,3.5,3.4,2.1,3.96,4.02,1.92,2020-2021
2021-02-13,Crystal Palace,Burnley,A,0,3,13,16,3,4,7,4,15,14,0,0,0,0,2.37,3.1,3.2,2.91,3.25,2.7,2020-2021
2021-02-13,Man City,Tottenham,H,3,0,15,7,6,3,4,2,12,13,1,3,0,0,1.28,5.75,9.5,1.34,5.94,9.05,2020-2021
2021-02-13,Brighton,Aston Villa,D,0,0,26,4,9,1,9,2,16,12,2,3,0,0,2.7,3.5,2.5,2.87,3.45,2.61,2020-2021
2021-02-14,Southampton,Wolves,A,1,2,7,10,3,4,4,6,10,9,2,2,0,0,2.37,3.2,3.1,2.27,3.29,3.6,2020-2021
2021-02-14,West Brom,Man United,D,1,1,7,10,3,7,4,5,13,10,5,0,0,0,10,5.5,1.3,9.8,6.02,1.32,2020-2021
2021-02-14,Arsenal,Leeds,H,4,2,13,9,5,5,4,5,8,17,0,2,0,0,1.83,3.8,4,1.85,3.9,4.42,2020-2021
2021-02-14,Everton,Fulham,A,0,2,7,12,2,3,5,4,7,16,1,1,0,0,1.85,3.6,4.2,2.03,3.47,4.13,2020-2021
2021-02-15,West Ham,Sheffield United,H,3,0,13,8,9,5,7,7,11,12,0,2,0,0,1.66,3.75,5.25,2.07,3.37,4.11,2020-2021
2021-02-15,Chelsea,Newcastle,H,2,0,18,10,5,4,10,5,9,13,0,0,0,0,1.22,6.5,12,1.28,6.11,12.8,2020-2021
2021-02-17,Burnley,Fulham,D,1,1,8,8,3,3,5,5,7,13,1,1,0,0,2.75,3.2,2.7,3.05,3.15,2.66,2020-2021
2021-02-17,Everton,Man City,A,1,3,3,16,2,7,0,10,8,8,2,1,0,0,8.5,5.5,1.33,12.07,6.04,1.28,2020-2021
2021-02-19,Wolves,Leeds,H,1,0,15,18,5,7,7,9,13,8,1,0,0,0,2.37,3.3,3,2.34,3.44,3.28,2020-2021
2021-02-20,Southampton,Chelsea,D,1,1,4,9,1,3,3,6,10,10,1,1,0,0,5,3.8,1.7,4.55,3.78,1.85,2020-2021
2021-02-20,Burnley,West Brom,D,0,0,6,10,1,3,5,5,16,10,3,0,0,1,2,3.3,4,2.18,3.36,3.77,2020-2021
2021-02-20,Liverpool,Everton,A,0,2,15,9,6,6,7,2,10,10,2,1,0,0,1.44,4.5,7,1.38,5.42,8.5,2020-2021
2021-02-20,Fulham,Sheffield United,H,1,0,15,4,7,2,6,4,11,14,1,2,0,0,2.15,3.2,3.6,1.97,3.43,4.45,2020-2021
2021-02-21,West Ham,Tottenham,H,2,1,4,20,4,4,5,7,14,7,4,3,0,0,2.62,3.4,2.7,3.18,3.54,2.35,2020-2021
2021-02-21,Aston Villa,Leicester,A,1,2,11,16,2,7,7,8,11,12,2,1,0,0,2.87,3.5,2.4,3.68,3.76,2.06,2020-2021
2021-02-21,Arsenal,Man City,A,0,1,7,15,1,3,1,3,11,9,2,2,0,0,6.5,4.33,1.5,7.22,4.64,1.49,2020-2021
2021-02-21,Man United,Newcastle,H,3,1,15,10,7,6,6,4,9,11,1,2,0,0,1.28,5.5,10,1.35,5.36,10.03,2020-2021
2021-02-22,Brighton,Crystal Palace,A,1,2,25,3,5,2,13,0,11,6,2,0,0,0,1.7,3.5,5.5,1.79,3.53,5.47,2020-2021
2021-02-23,Leeds,Southampton,H,3,0,11,13,7,5,2,4,11,13,1,2,0,0,2.25,3.5,3.1,2.22,3.62,3.39,2020-2021
2021-02-27,Man City,West Ham,H,2,1,10,9,3,3,4,2,8,11,1,1,0,0,1.22,6.5,12,1.29,6.33,11.01,2020-2021
2021-02-27,West Brom,Brighton,H,1,0,6,15,2,6,7,4,11,12,0,0,0,0,4.2,3.3,1.95,4.61,3.7,1.86,2020-2021
2021-02-27,Leeds,Aston Villa,A,0,1,13,9,3,4,7,5,14,14,3,2,0,0,2.15,3.6,3.2,2.05,3.91,3.59,2020-2021
2021-02-27,Newcastle,Wolves,D,1,1,19,14,7,4,3,5,11,13,2,0,0,0,3.5,3.2,2.2,3.78,3.25,2.22,2020-2021
2021-02-28,Crystal Palace,Fulham,D,0,0,3,16,0,4,1,3,10,14,1,1,0,0,3.5,3.2,2.2,3.54,3.25,2.32,2020-2021
2021-02-28,Leicester,Arsenal,A,1,3,8,12,3,4,2,7,15,3,2,1,0,0,2.5,3.4,2.8,2.33,3.4,3.36,2020-2021
2021-02-28,Tottenham,Burnley,H,4,0,16,10,7,3,3,4,6,10,0,0,0,0,1.53,4,6.5,1.52,4.41,6.99,2020-2021
2021-02-28,Chelsea,Man United,D,0,0,18,11,6,4,3,4,11,12,1,2,0,0,2.15,3.4,3.4,2.42,3.32,3.24,2020-2021
2021-02-28,Sheffield United,Liverpool,A,0,2,8,16,2,8,4,3,9,9,0,0,0,0,8,5,1.36,8.48,5.5,1.38,2020-2021
2021-03-01,Everton,Southampton,H,1,0,7,9,1,1,4,10,13,9,0,2,0,0,2.15,3.5,3.3,2.2,3.55,3.49,2020-2021
2021-03-02,Man City,Wolves,H,4,1,22,6,10,1,10,2,9,5,0,1,0,0,1.18,7,15,1.21,6.96,15.9,2020-2021
2021-03-03,Burnley,Leicester,D,1,1,12,15,7,4,5,8,6,12,0,2,0,0,4,3.25,2,3.89,3.13,2.24,2020-2021
2021-03-03,Sheffield United,Aston Villa,H,1,0,9,16,2,4,2,7,13,6,1,0,1,0,3.75,3.4,2.05,3.59,3.39,2.23,2020-2021
2021-03-03,Crystal Palace,Man United,D,0,0,8,11,2,1,4,6,4,13,1,0,0,0,8,4.75,1.4,7.73,4.61,1.47,2020-2021
2021-03-04,Fulham,Tottenham,A,0,1,11,9,3,2,4,1,13,9,2,1,0,0,4,3.6,1.9,3.95,3.39,2.11,2020-2021
2021-03-04,West Brom,Everton,A,0,1,11,11,3,3,3,3,9,7,3,1,0,0,4.33,3.6,1.83,3.99,3.54,2.04,2020-2021
2021-03-04,Liverpool,Chelsea,A,0,1,7,11,1,5,5,2,9,8,0,0,0,0,2.25,3.6,3,2.26,3.52,3.37,2020-2021
2021-03-06,Burnley,Arsenal,D,1,1,9,15,5,3,2,4,5,12,1,1,0,0,5.5,4,1.61,5.18,3.7,1.78,2020-2021
2021-03-06,Sheffield United,Southampton,A,0,2,8,15,2,5,7,3,17,11,4,3,0,0,3.6,3.5,2,3.74,3.34,2.19,2020-2021
2021-03-06,Aston Villa,Wolves,D,0,0,9,10,1,2,5,3,13,13,1,0,0,0,2.37,3.25,3.1,2.7,3.13,3.02,2020-2021
2021-03-06,Brighton,Leicester,A,1,2,7,8,2,4,6,6,14,8,0,1,0,0,2.55,3.25,2.8,2.52,3.25,3.14,2020-2021
2021-03-07,West Brom,Newcastle,D,0,0,13,9,3,5,9,7,11,10,0,0,0,0,2.37,3.2,3.1,2.32,3.29,3.48,2020-2021
2021-03-07,Liverpool,Fulham,A,0,1,16,10,3,3,9,4,10,8,2,3,0,0,1.36,5,8.5,1.67,4.03,5.68,2020-2021
2021-03-07,Man City,Man United,A,0,2,23,8,6,6,6,2,9,12,0,3,0,0,1.45,4.5,7,1.51,4.48,7.2,2020-2021
2021-03-07,Tottenham,Crystal Palace,H,4,1,12,5,5,1,1,5,8,17,2,3,0,0,1.45,4.5,7,1.56,4.17,6.87,2020-2021
2021-03-08,Chelsea,Everton,H,2,0,19,7,9,1,7,3,11,12,0,3,0,0,1.53,4,6.5,1.68,3.95,5.74,2020-2021
2021-03-08,West Ham,Leeds,H,2,0,16,17,5,2,6,6,9,9,1,1,0,0,2.05,3.6,3.5,2.25,3.61,3.33,2020-2021
2021-03-10,Man City,Southampton,H,5,2,17,11,10,6,5,5,6,4,1,0,0,0,1.18,7.5,15,1.18,7.78,18.52,2020-2021
2021-03-12,Newcastle,Aston Villa,D,1,1,12,15,3,6,2,2,10,10,2,3,0,0,3.8,3.3,2.05,3.8,3.42,2.14,2020-2021
2021-03-13,Leeds,Chelsea,D,0,0,7,15,4,8,8,5,16,6,3,0,0,0,4.75,4,1.7,5.3,3.99,1.71,2020-2021
2021-03-13,Crystal Palace,West Brom,H,1,0,6,12,4,1,3,2,16,15,3,1,0,0,2.15,3.2,3.6,2.39,3.16,3.48,2020-2021
2021-03-13,Everton,Burnley,A,1,2,14,14,4,5,7,4,9,6,0,4,0,0,1.83,3.5,4.5,2.05,3.35,4.23,2020-2021
2021-03-13,Fulham,Man City,A,0,3,3,8,0,7,4,2,14,13,0,0,0,0,10,5,1.33,8.36,4.76,1.44,2020-2021
2021-03-14,Southampton,Brighton,A,1,2,9,8,4,6,4,5,11,10,0,0,0,0,2.9,3.1,2.5,3.34,3.25,2.41,2020-2021
2021-03-14,Leicester,Sheffield United,H,5,0,19,1,10,0,9,1,10,9,0,2,0,0,1.5,4.2,6.5,1.56,3.96,7.64,2020-2021
2021-03-14,Arsenal,Tottenham,H,2,1,13,6,3,3,6,3,12,14,1,2,0,1,2.55,3.4,2.75,2.73,3.34,2.81,2020-2021
2021-03-14,Man United,West Ham,H,1,0,15,7,4,0,6,3,12,2,4,0,0,0,1.83,3.6,4.33,1.81,3.68,5.05,2020-2021
2021-03-15,Wolves,Liverpool,A,0,1,10,12,5,4,3,2,17,10,2,1,0,0,4.75,3.75,1.72,5.93,3.95,1.66,2020-2021
2021-03-19,Fulham,Leeds,A,1,2,13,13,6,4,13,7,13,12,2,2,0,0,2.37,3.4,3,2.56,3.45,2.94,2020-2021
2021-03-20,Brighton,Newcastle,H,3,0,11,3,6,1,3,1,12,5,0,1,0,0,1.66,3.5,6,1.76,3.64,5.55,2020-2021
2021-03-21,West Ham,Arsenal,D,3,3,15,16,5,7,3,5,18,8,3,1,0,0,2.8,3.5,2.45,3.54,3.56,2.18,2020-2021
2021-03-21,Aston Villa,Tottenham,A,0,2,8,9,1,3,5,8,18,13,3,2,0,0,2.9,3.3,2.45,3.12,3.54,2.39,2020-2021
2021-04-03,Chelsea,West Brom,A,2,5,18,14,8,7,10,3,11,6,1,1,1,0,1.22,6,15,1.3,5.73,12.2,2020-2021
2021-04-03,Leeds,Sheffield United,H,2,1,23,9,8,1,5,7,12,13,1,2,0,0,1.5,4.33,6.5,1.6,4.17,6.25,2020-2021
2021-04-03,Leicester,Man City,A,0,2,5,11,2,4,1,1,13,12,2,3,0,0,6,4.2,1.53,5.2,3.86,1.75,2020-2021
2021-04-03,Arsenal,Liverpool,A,0,3,3,16,2,7,1,2,10,10,1,1,0,0,3.1,3.7,2.15,2.94,3.69,2.43,2020-2021
2021-04-04,Southampton,Burnley,H,3,2,24,7,9,5,6,7,11,10,0,0,0,0,2.05,3.3,3.8,2.03,3.45,4.16,2020-2021
2021-04-04,Newcastle,Tottenham,D,2,2,22,11,6,5,7,3,13,14,3,2,0,0,5.5,4,1.6,5.62,3.95,1.68,2020-2021
2021-04-04,Aston Villa,Fulham,H,3,1,14,15,4,7,4,4,14,20,1,2,0,0,2.25,3.3,3.3,2.6,3.28,3.02,2020-2021
2021-04-04,Man United,Brighton,H,2,1,15,5,7,3,5,6,14,7,2,2,0,0,1.61,4,5.5,1.67,4.06,5.6,2020-2021
2021-04-05,Everton,Crystal Palace,D,1,1,15,13,7,6,3,4,10,10,2,0,0,0,1.75,3.5,5,1.89,3.47,4.8,2020-2021
2021-04-05,Wolves,West Ham,A,2,3,20,9,5,6,4,2,9,9,1,4,0,0,2.87,3.2,2.55,2.91,3.2,2.74,2020-2021
2021-04-09,Fulham,Wolves,A,0,1,14,7,3,3,3,4,11,8,0,0,0,0,2.5,3,3.1,2.75,3.13,2.96,2020-2021
2021-04-10,Man City,Leeds,A,1,2,29,2,7,2,9,3,12,15,3,1,0,1,1.28,5.75,10,1.39,5.32,8.5,2020-2021
2021-04-10,Liverpool,Aston Villa,H,2,1,23,9,10,5,7,0,16,11,2,4,0,0,1.5,4.33,6.5,1.46,4.79,7.53,2020-2021
2021-04-10,Crystal Palace,Chelsea,A,1,4,1,23,1,10,0,8,7,12,1,0,0,0,7,3.8,1.53,7.75,4.23,1.52,2020-2021
2021-04-11,Burnley,Newcastle,A,1,2,24,10,4,5,13,3,11,12,1,0,0,0,2.3,3.1,3.4,2.27,3.44,3.43,2020-2021
2021-04-11,West Ham,Leicester,H,3,2,4,15,4,5,1,9,7,13,3,3,0,0,3,3.3,2.37,3.25,3.31,2.42,2020-2021
2021-04-11,Tottenham,Man United,A,1,3,12,12,3,7,7,5,11,15,1,5,0,0,2.87,3.4,2.45,3.02,3.6,2.42,2020-2021
2021-04-11,Sheffield United,Arsenal,A,0,3,7,14,2,5,2,4,9,6,1,1,0,0,6.5,3.75,1.57,5.58,4.05,1.67,2020-2021
2021-04-12,West Brom,Southampton,H,3,0,15,14,6,4,5,10,12,11,0,1,0,0,3.6,3.3,2.1,3.69,3.65,2.09,2020-2021
2021-04-12,Brighton,Everton,D,0,0,23,8,3,1,10,3,12,7,1,2,0,0,2.25,3.3,3.3,2.15,3.51,3.67,2020-2021
2021-04-16,Everton,Tottenham,D,2,2,18,12,7,3,6,3,8,8,1,1,0,0,3.4,3.5,2.1,3.59,3.46,2.2,2020-2021
2021-04-17,Newcastle,West Ham,H,3,2,16,16,8,6,3,8,9,7,2,0,0,1,3.5,3.5,2.05,3.48,3.5,2.22,2020-2021
2021-04-17,Wolves,Sheffield United,H,1,0,10,8,5,2,3,3,8,15,1,2,0,0,1.66,3.5,5.75,1.81,3.52,5.31,2020-2021
2021-04-18,Arsenal,Fulham,D,1,1,18,3,5,1,11,1,9,11,0,3,0,0,1.7,3.8,4.8,1.9,3.7,4.38,2020-2021
2021-04-18,Man United,Burnley,H,3,1,17,10,9,3,8,3,9,12,1,2,0,0,1.33,5.25,9,1.39,5.23,8.59,2020-2021
2021-04-19,Leeds,Liverpool,D,1,1,12,17,5,7,10,8,17,15,2,1,0,0,4.5,4.33,1.66,5.44,4.47,1.62,2020-2021
2021-04-20,Chelsea,Brighton,D,0,0,7,11,4,2,0,3,8,9,2,0,0,1,1.57,4,6,1.69,3.74,6.02,2020-2021
2021-04-21,Tottenham,Southampton,H,2,1,12,10,3,5,5,5,10,14,2,1,0,0,1.75,3.8,4.5,1.86,3.9,4.33,2020-2021
2021-04-21,Aston Villa,Man City,A,1,2,8,13,3,3,1,11,12,7,0,1,1,1,9,4.75,1.36,9.64,5.47,1.34,2020-2021
2021-04-22,Leicester,West Brom,H,3,0,17,4,7,1,7,3,13,12,0,2,0,0,1.53,3.8,6,1.64,4.04,5.96,2020-2021
2021-04-23,Arsenal,Everton,A,0,1,14,8,3,1,7,3,13,10,1,3,0,0,2,3.5,3.75,2.06,3.62,3.81,2020-2021
2021-04-24,Liverpool,Newcastle,D,1,1,22,7,9,4,6,3,9,7,2,1,0,0,1.22,6.5,12,1.22,7.14,12.64,2020-2021
2021-04-24,West Ham,Chelsea,A,0,1,9,17,2,6,4,2,9,11,0,4,1,0,4.75,3.6,1.75,5.09,3.97,1.72,2020-2021
2021-04-24,Sheffield United,Brighton,H,1,0,7,17,3,4,2,12,13,7,3,0,0,0,5.25,3.4,1.75,6.43,3.94,1.61,2020-2021
2021-04-25,Wolves,Burnley,A,0,4,12,14,2,7,8,5,8,9,1,2,0,0,2,3.4,3.9,2.44,3.06,3.5,2020-2021
2021-04-25,Leeds,Man United,D,0,0,6,16,3,4,2,6,21,11,4,1,0,0,4,4.2,1.75,4.42,3.98,1.83,2020-2021
2021-04-25,Aston Villa,West Brom,D,2,2,24,10,11,4,11,4,14,9,0,2,0,0,1.85,3.6,4.2,2.1,3.57,3.76,2020-2021
2021-04-26,Leicester,Crystal Palace,H,2,1,13,4,5,2,7,2,13,12,0,1,0,0,1.4,4.33,8.5,1.44,4.75,8.25,2020-2021
2021-04-30,Southampton,Leicester,D,1,1,5,23,3,9,0,10,9,13,1,0,1,0,3.8,3.8,1.9,4.21,3.81,1.91,2020-2021
2021-05-01,Crystal Palace,Man City,A,0,2,9,20,4,3,2,6,9,10,2,0,0,0,10,5,1.33,9.44,5.58,1.34,2020-2021
2021-05-01,Brighton,Leeds,H,2,0,17,11,5,2,2,9,17,6,1,1,0,0,2.05,3.5,3.5,2.09,3.54,3.82,2020-2021
2021-05-01,Chelsea,Fulham,H,2,0,9,10,5,3,1,8,15,8,1,1,0,0,1.44,4.4,7.5,1.49,4.26,8.34,2020-2021
2021-05-01,Everton,Aston Villa,A,1,2,16,13,3,5,3,6,10,13,0,2,0,0,1.95,3.6,3.8,1.99,3.84,3.84,2020-2021
2021-05-02,Newcastle,Arsenal,A,0,2,5,19,1,5,3,7,10,9,2,1,1,0,3.6,3.6,2,3.75,3.64,2.08,2020-2021
2021-05-02,Tottenham,Sheffield United,H,4,0,20,8,11,1,6,6,8,9,1,1,0,0,1.25,6,12,1.31,5.78,10.51,2020-2021
2021-05-03,West Brom,Wolves,D,1,1,10,20,4,10,5,6,17,11,2,0,0,0,2.9,3.2,2.5,2.62,3.13,3.11,2020-2021
2021-05-03,Burnley,West Ham,A,1,2,8,22,3,4,5,4,4,8,2,1,0,0,3.1,3.6,2.2,3.09,3.61,2.38,2020-2021
2021-05-07,Leicester,Newcastle,A,2,4,25,14,9,6,9,6,12,9,1,1,0,0,1.4,4.75,8,1.41,4.99,8.68,2020-2021
2021-05-08,Leeds,Tottenham,H,3,1,16,11,7,3,8,6,12,10,1,2,0,0,3.4,3.8,2,4.13,4.06,1.87,2020-2021
2021-05-08,Sheffield United,Crystal Palace,A,0,2,7,21,0,8,5,11,11,8,1,1,0,0,3,3.2,2.45,3.05,3.25,2.55,2020-2021
2021-05-08,Man City,Chelsea,A,1,2,16,12,4,5,6,2,12,10,2,0,0,0,1.9,3.4,4.2,2.08,3.36,4.09,2020-2021
2021-05-08,Liverpool,Southampton,H,2,0,14,12,6,6,8,4,10,6,0,1,0,0,1.25,6,11,1.33,6.09,9.28,2020-2021
2021-05-09,Wolves,Brighton,H,2,1,16,5,6,3,10,5,12,7,2,2,0,2,3.3,3.3,2.2,4.23,3.35,2.05,2020-2021
2021-05-09,Aston Villa,Man United,A,1,3,11,18,5,7,5,6,13,18,1,1,1,0,4.2,3.8,1.8,4.38,4.07,1.82,2020-2021
2021-05-09,West Ham,Everton,A,0,1,11,9,0,3,5,6,8,10,2,1,0,0,2.2,3.5,3.2,2.15,3.62,3.54,2020-2021
2021-05-09,Arsenal,West Brom,H,3,1,15,12,7,1,6,6,7,9,1,2,0,0,1.44,4.5,7,1.52,4.41,7.07,2020-2021
2021-05-10,Fulham,Burnley,A,0,2,21,14,3,5,8,4,11,10,2,0,0,0,2.2,3.4,3.3,2.26,3.48,3.43,2020-2021
2021-05-11,Man United,Leicester,A,1,2,4,12,1,3,3,4,9,12,0,0,0,0,2.5,3.4,2.8,3.94,3.61,2.03,2020-2021
2021-05-11,Southampton,Crystal Palace,H,3,1,13,11,6,4,12,8,20,13,2,3,0,0,2.05,3.6,3.5,1.88,3.87,4.28,2020-2021
2021-05-12,Chelsea,Arsenal,A,0,1,19,5,5,2,9,1,7,6,0,1,0,0,1.65,4,5,1.99,3.39,4.42,2020-2021
2021-05-13,Aston Villa,Everton,D,0,0,13,15,2,5,9,1,9,12,2,0,0,0,2.7,3.4,2.6,3.12,3.39,2.47,2020-2021
2021-05-13,Man United,Liverpool,A,2,4,18,17,3,8,6,4,10,12,3,0,0,0,3,3.75,2.2,2.85,3.77,2.47,2020-2021
2021-05-14,Newcastle,Man City,A,3,4,11,15,5,6,4,5,11,10,2,2,0,0,11,6,1.25,8.12,5.89,1.35,2020-2021
