Date,Home_Team,Away_Team,Full_Time_Result,Home_Full_Time_Goals,Away_Full_Time_Goals,Home_Shots,Away_Shots,Home_Shots_On_Target,Away_Shots_On_Target,Home_Corners,Away_Corners,Home_Fouls,Away_Fouls,Home_Yellow_Cards,Away_Yellow_Cards,Home_Red_Cards,Away_Red_Cards,Home_Win_Bet365_Odds,Draw_Bet365_Odds,Away_Win_Bet365_Odds,Season
2010-01-20,Liverpool,Tottenham,H,2,0,13,7,5,5,2,3,11,17,2,3,0,0,2.4,3.25,3,2009-2010
2010-01-23,Man United,Hull,H,4,0,25,8,15,4,12,8,6,10,1,1,0,0,1.14,6.5,15,2009-2010
2010-01-26,Bolton,Burnley,H,1,0,14,10,6,5,4,7,12,11,3,2,0,0,1.8,3.6,4.5,2009-2010
2010-01-26,Portsmouth,West Ham,D,1,1,14,12,8,4,6,4,16,9,3,1,0,0,2.5,3.25,2.88,2009-2010
2010-01-26,Tottenham,Fulham,H,2,0,13,9,7,6,11,3,11,16,1,1,0,0,1.57,3.75,6.5,2009-2010
2010-01-26,Wolves,Liverpool,D,0,0,6,6,4,3,0,7,10,11,0,1,0,0,5.5,3.6,1.67,2009-2010
2010-01-27,Aston Villa,Arsenal,D,0,0,8,12,2,8,7,7,16,15,2,2,0,0,3.2,3.25,2.3,2009-2010
2010-01-27,Blackburn,Wigan,H,2,1,13,13,7,8,5,6,20,13,3,1,0,0,1.95,3.4,4,2009-2010
2010-01-27,Chelsea,Birmingham,H,3,0,25,5,17,3,8,3,11,8,0,0,0,0,1.22,6,15,2009-2010
2010-01-27,Everton,Sunderland,H,2,0,11,5,7,3,3,8,10,19,0,1,0,0,1.67,3.6,5.5,2009-2010
2010-01-30,Birmingham,Tottenham,D,1,1,12,21,6,12,5,8,12,8,4,2,0,0,3.1,3.25,2.38,2009-2010
2010-01-30,Burnley,Chelsea,A,1,2,5,16,3,9,2,9,12,12,1,1,0,0,13,5,1.29,2009-2010
2010-01-30,Fulham,Aston Villa,A,0,2,15,9,8,6,9,3,10,15,0,2,0,0,2.7,3.2,2.7,2009-2010
2010-01-30,Hull,Wolves,D,2,2,8,13,4,4,4,7,15,10,2,0,0,0,2.25,3.25,3.25,2009-2010
2010-01-30,Liverpool,Bolton,H,2,0,13,4,6,1,11,3,12,10,1,3,0,0,1.44,4.33,7.5,2009-2010
2010-01-30,West Ham,Blackburn,D,0,0,7,8,6,4,10,7,17,13,0,1,0,0,2.1,3.3,3.6,2009-2010
2010-01-30,Wigan,Everton,A,0,1,10,10,4,7,4,7,19,10,0,2,0,0,3,3.3,2.38,2009-2010
2010-01-31,Arsenal,Man United,A,1,3,18,11,7,5,8,5,9,12,1,0,0,0,2.6,3.25,2.8,2009-2010
2010-01-31,Man City,Portsmouth,H,2,0,13,10,6,4,10,7,9,14,1,3,0,0,1.29,5,13,2009-2010
2010-02-01,Sunderland,Stoke,D,0,0,6,4,5,3,7,3,7,16,2,3,0,0,2,3.4,3.8,2009-2010
2010-02-02,Hull,Chelsea,D,1,1,7,21,3,11,6,8,9,12,1,3,0,0,13,5,1.29,2009-2010
2010-02-03,Fulham,Portsmouth,H,1,0,14,12,9,8,5,5,12,12,0,1,0,0,1.67,3.5,6,2009-2010
2010-02-06,Bolton,Fulham,D,0,0,16,7,11,4,2,5,8,12,0,0,0,0,2.25,3.3,3.25,2009-2010
2010-02-06,Burnley,West Ham,H,2,1,8,20,4,11,3,5,15,13,2,1,0,0,2.6,3.25,2.8,2009-2010
2010-02-06,Hull,Man City,H,2,1,8,17,4,11,4,8,14,14,2,4,0,0,5.5,3.4,1.73,2009-2010
2010-02-06,Liverpool,Everton,H,1,0,9,6,4,3,8,8,11,23,3,3,1,1,1.83,3.5,4.33,2009-2010
2010-02-06,Man United,Portsmouth,H,5,0,21,7,8,5,12,1,9,11,1,4,0,0,1.13,8.5,23,2009-2010
2010-02-06,Stoke,Blackburn,H,3,0,15,9,11,4,12,7,13,20,2,3,0,1,2.3,3.1,3.4,2009-2010
2010-02-06,Sunderland,Wigan,D,1,1,11,14,8,6,2,3,12,14,4,5,0,0,2,3.4,3.8,2009-2010
2010-02-06,Tottenham,Aston Villa,D,0,0,28,10,15,5,12,4,10,13,0,0,0,0,2.1,3.3,3.6,2009-2010
2010-02-07,Birmingham,Wolves,H,2,1,15,12,10,5,11,4,12,18,5,3,0,0,1.8,3.4,5,2009-2010
2010-02-07,Chelsea,Arsenal,H,2,0,9,14,3,6,4,8,11,14,2,2,0,0,1.8,3.6,4.5,2009-2010
2010-02-09,Fulham,Burnley,H,3,0,16,10,12,3,6,2,9,9,1,0,0,0,1.73,3.5,5.25,2009-2010
2010-02-09,Man City,Bolton,H,2,0,8,11,4,5,6,3,8,18,0,2,0,0,1.44,4.2,8,2009-2010
2010-02-09,Portsmouth,Sunderland,D,1,1,12,7,6,2,8,4,10,15,3,1,1,2,2.4,3.25,3,2009-2010
2010-02-09,Wigan,Stoke,D,1,1,16,10,11,6,9,5,12,7,2,3,0,0,2.2,3.3,3.4,2009-2010
2010-02-10,Arsenal,Liverpool,H,1,0,11,9,6,7,3,6,19,13,3,2,0,0,2.1,3.3,3.6,2009-2010
2010-02-10,Aston Villa,Man United,D,1,1,10,12,6,6,1,7,9,10,0,1,0,1,4.2,3.5,1.91,2009-2010
2010-02-10,Blackburn,Hull,H,1,0,20,7,10,4,6,6,14,13,1,3,0,1,1.83,3.5,4.5,2009-2010
2010-02-10,Everton,Chelsea,H,2,1,7,14,5,5,5,6,13,15,1,2,0,0,5,3.6,1.73,2009-2010
2010-02-10,West Ham,Birmingham,H,2,0,13,9,10,4,3,6,12,9,1,2,0,0,2.25,3.3,3.25,2009-2010
2010-02-10,Wolves,Tottenham,H,1,0,8,10,4,4,5,7,15,10,2,1,0,0,4.2,3.4,1.91,2009-2010
2010-02-16,Stoke,Man City,D,1,1,8,9,5,3,3,3,21,14,3,3,1,0,3.1,3.2,2.38,2009-2010
2010-02-17,Wigan,Bolton,D,0,0,10,8,1,0,4,9,6,9,0,1,0,0,2.3,3.25,3.2,2009-2010
2010-02-20,Arsenal,Sunderland,H,2,0,16,6,10,4,7,1,8,10,1,5,0,0,1.22,6,15,2009-2010
2010-02-20,Everton,Man United,H,3,1,11,11,7,5,4,12,12,10,5,1,0,0,4.5,3.6,1.8,2009-2010
2010-02-20,Portsmouth,Stoke,A,1,2,15,14,12,7,7,7,10,10,2,1,0,1,2.38,3.25,3.1,2009-2010
2010-02-20,West Ham,Hull,H,3,0,20,7,12,3,9,2,13,12,1,1,0,1,1.75,3.6,4.75,2009-2010
2010-02-20,Wolves,Chelsea,A,0,2,11,7,7,2,1,5,12,14,0,1,0,0,12,5,1.3,2009-2010
2010-02-21,Aston Villa,Burnley,H,5,2,15,13,8,10,9,5,5,12,0,3,0,0,1.36,4.5,10,2009-2010
2010-02-21,Blackburn,Bolton,H,3,0,12,10,7,7,8,3,15,12,0,1,0,0,1.95,3.25,4.33,2009-2010
2010-02-21,Fulham,Birmingham,H,2,1,11,9,6,6,3,1,9,16,1,1,0,0,2.1,3.25,3.75,2009-2010
2010-02-21,Man City,Liverpool,D,0,0,4,6,1,2,8,5,7,15,1,6,0,0,2.4,3.3,3,2009-2010
2010-02-21,Wigan,Tottenham,A,0,3,8,13,7,12,3,2,17,13,3,4,0,0,3.75,3.5,2,2009-2010
2010-02-23,Man United,West Ham,H,3,0,12,10,9,4,6,7,10,12,0,1,0,0,1.2,6.5,15,2009-2010
2010-02-27,Birmingham,Wigan,H,1,0,10,11,5,2,2,7,16,18,1,3,0,0,1.91,3.3,4.33,2009-2010
2010-02-27,Bolton,Wolves,H,1,0,16,6,9,4,7,11,10,6,0,2,0,0,2,3.3,4,2009-2010
2010-02-27,Burnley,Portsmouth,A,1,2,14,13,8,5,4,3,12,13,1,2,0,1,2,3.4,3.8,2009-2010
2010-02-27,Chelsea,Man City,A,2,4,23,8,13,6,3,2,21,12,3,1,2,0,1.44,4.33,7.5,2009-2010
2010-02-27,Stoke,Arsenal,A,1,3,4,17,3,11,3,6,12,7,0,1,1,0,5,3.6,1.73,2009-2010
2010-02-28,Liverpool,Blackburn,H,2,1,12,12,6,7,4,5,10,22,1,5,0,0,1.36,4.75,9,2009-2010
2010-02-28,Sunderland,Fulham,D,0,0,12,3,5,1,2,2,15,16,3,3,0,0,2.2,3.2,3.5,2009-2010
2010-02-28,Tottenham,Everton,H,2,1,13,14,9,10,6,9,9,18,1,4,0,0,2,3.4,4,2009-2010
2010-03-06,Arsenal,Burnley,H,3,1,20,8,11,5,8,2,5,12,0,4,0,0,1.14,7.5,21,2009-2010
2010-03-06,West Ham,Bolton,A,1,2,18,15,8,7,6,3,13,21,2,5,0,1,1.8,3.5,4.5,2009-2010
2010-03-06,Wolves,Man United,A,0,1,12,15,6,6,2,4,9,8,2,1,0,0,10,5,1.33,2009-2010
2010-03-07,Everton,Hull,H,5,1,18,7,10,4,4,1,12,21,0,1,0,0,1.36,4.5,10,2009-2010
2010-03-08,Wigan,Liverpool,H,1,0,12,11,4,3,4,7,15,14,1,5,0,0,6.5,3.8,1.57,2009-2010
2010-03-09,Portsmouth,Birmingham,A,1,2,11,10,8,6,5,6,12,13,1,2,0,0,2.38,3.25,3.1,2009-2010
2010-03-09,Sunderland,Bolton,H,4,0,12,7,7,2,2,7,14,10,2,2,0,1,2.1,3.25,3.75,2009-2010
2010-03-10,Burnley,Stoke,D,1,1,10,8,3,3,4,4,12,10,2,0,0,0,2.5,3.3,2.88,2009-2010
2010-03-13,Birmingham,Everton,D,2,2,7,13,4,11,5,4,10,11,1,1,0,0,3,3.25,2.4,2009-2010
2010-03-13,Bolton,Wigan,H,4,0,8,13,6,7,3,6,20,13,1,2,0,0,2.1,3.3,3.6,2009-2010
2010-03-13,Burnley,Wolves,A,1,2,22,7,11,3,11,6,10,21,1,4,0,0,2.25,3.3,3.3,2009-2010
2010-03-13,Chelsea,West Ham,H,4,1,22,4,15,2,11,1,13,10,0,1,0,0,1.22,6,15,2009-2010
2010-03-13,Hull,Arsenal,A,1,2,7,18,2,9,2,8,16,13,2,2,1,0,7.5,4.5,1.4,2009-2010
2010-03-13,Stoke,Aston Villa,D,0,0,13,10,6,5,8,6,6,6,0,4,0,0,3.3,3.25,2.25,2009-2010
2010-03-13,Tottenham,Blackburn,H,3,1,14,10,7,7,5,6,12,7,0,0,0,0,1.44,4.33,7.5,2009-2010
2010-03-14,Man United,Fulham,H,3,0,33,8,19,5,11,1,7,11,1,1,0,0,1.22,6,15,2009-2010
2010-03-14,Sunderland,Man City,D,1,1,12,13,7,9,3,7,12,10,2,4,0,0,3.6,3.4,2.1,2009-2010
2010-03-15,Liverpool,Portsmouth,H,4,1,23,7,12,3,8,4,10,15,0,2,0,0,1.25,5.5,13,2009-2010
2010-03-16,Wigan,Aston Villa,A,1,2,10,18,6,10,7,8,10,14,2,1,0,0,3.6,3.3,2.1,2009-2010
2010-03-20,Arsenal,West Ham,H,2,0,9,8,5,4,4,2,7,24,1,4,1,0,1.25,5.75,13,2009-2010
2010-03-20,Aston Villa,Wolves,D,2,2,11,7,3,4,7,5,10,12,1,2,0,0,1.4,4.33,9,2009-2010
2010-03-20,Everton,Bolton,H,2,0,18,6,11,4,6,3,12,17,1,1,0,1,1.53,3.8,7,2009-2010
2010-03-20,Portsmouth,Hull,H,3,2,18,9,10,5,11,1,7,8,1,0,0,0,2.2,3.2,3.5,2009-2010
2010-03-20,Stoke,Tottenham,A,1,2,8,16,4,9,6,7,7,9,2,2,1,0,3.6,3.3,2.1,2009-2010
2010-03-20,Sunderland,Birmingham,H,3,1,11,21,9,14,7,10,8,8,0,1,0,0,2.2,3.2,3.5,2009-2010
2010-03-20,Wigan,Burnley,H,1,0,21,13,11,8,5,3,10,15,1,3,0,0,1.73,3.6,5,2009-2010
2010-03-21,Blackburn,Chelsea,D,1,1,8,14,4,8,3,11,10,9,0,1,0,0,7.5,4.33,1.44,2009-2010
2010-03-21,Fulham,Man City,A,1,2,10,14,4,9,4,2,8,9,0,0,0,0,3.1,3.25,2.38,2009-2010
2010-03-21,Man United,Liverpool,H,2,1,10,4,5,2,1,2,10,15,2,3,0,0,1.67,3.75,5.5,2009-2010
2010-03-23,West Ham,Wolves,A,1,3,17,5,10,4,8,5,9,24,0,2,0,0,1.8,3.6,4.5,2009-2010
2010-03-24,Aston Villa,Sunderland,D,1,1,11,10,4,5,6,7,5,7,0,0,0,0,1.53,3.8,7,2009-2010
2010-03-24,Blackburn,Birmingham,H,2,1,9,8,7,5,5,6,18,10,2,1,0,0,2,3.25,4,2009-2010
2010-03-24,Man City,Everton,A,0,2,12,10,5,7,7,4,11,10,3,2,0,0,1.83,3.5,4.33,2009-2010
2010-03-24,Portsmouth,Chelsea,A,0,5,10,20,6,11,1,6,11,11,3,2,0,0,12,5,1.3,2009-2010
2010-03-27,Birmingham,Arsenal,D,1,1,7,13,3,8,3,6,13,13,3,2,0,0,7,4.2,1.5,2009-2010
2010-03-27,Bolton,Man United,A,0,4,14,13,10,8,11,6,14,15,0,0,0,0,8.5,4.5,1.4,2009-2010
2010-03-27,Chelsea,Aston Villa,H,7,1,13,7,11,5,8,6,12,5,3,2,0,0,1.4,4.75,8,2009-2010
2010-03-27,Hull,Fulham,H,2,0,7,12,4,9,6,8,11,15,2,4,0,0,2.4,3.25,3,2009-2010
2010-03-27,Tottenham,Portsmouth,H,2,0,16,8,8,3,11,2,5,9,0,1,0,0,1.2,6,17,2009-2010
2010-03-27,West Ham,Stoke,A,0,1,17,12,7,7,6,7,14,17,0,2,0,0,2.1,3.3,3.6,2009-2010
2010-03-27,Wolves,Everton,D,0,0,9,22,2,13,3,7,14,12,1,1,0,0,3.8,3.4,2,2009-2010
2010-03-28,Burnley,Blackburn,A,0,1,7,12,3,5,7,2,15,12,3,2,0,0,2.5,3.25,2.88,2009-2010
2010-03-28,Liverpool,Sunderland,H,3,0,25,7,16,2,9,2,11,9,0,1,0,0,1.3,5.25,11,2009-2010
2010-03-29,Man City,Wigan,H,3,0,10,9,8,3,3,4,12,13,3,2,0,1,1.33,4.75,11,2009-2010
2010-04-03,Arsenal,Wolves,H,1,0,23,3,13,2,10,4,10,13,0,2,0,1,1.22,6,15,2009-2010
2010-04-03,Bolton,Aston Villa,A,0,1,14,13,10,9,6,8,13,14,2,0,0,0,2.88,3.25,2.5,2009-2010
2010-04-03,Burnley,Man City,A,1,6,14,20,7,14,6,7,5,8,0,0,0,0,5,3.8,1.7,2009-2010
2010-04-03,Man United,Chelsea,A,1,2,9,11,3,5,3,3,14,11,3,1,0,0,2.63,3.2,2.75,2009-2010
2010-04-03,Portsmouth,Blackburn,D,0,0,6,16,3,8,1,9,11,10,2,1,1,0,3.3,3.3,2.25,2009-2010
2010-04-03,Stoke,Hull,H,2,0,9,5,3,3,3,2,12,12,3,2,0,0,1.8,3.5,4.5,2009-2010
2010-04-03,Sunderland,Tottenham,H,3,1,11,12,10,9,6,6,16,15,2,0,0,0,3.6,3.3,2.1,2009-2010
2010-04-04,Birmingham,Liverpool,D,1,1,8,16,3,8,5,4,14,9,2,1,0,0,4.5,3.5,1.83,2009-2010
2010-04-04,Everton,West Ham,D,2,2,10,10,5,5,2,8,7,17,2,3,0,0,1.44,4.33,7.5,2009-2010
2010-04-04,Fulham,Wigan,H,2,1,7,12,5,7,6,3,11,10,1,2,0,0,2,3.4,3.8,2009-2010
2010-04-10,Hull,Burnley,A,1,4,11,9,4,7,6,1,19,14,5,1,0,0,1.73,3.6,5,2009-2010
2010-04-10,West Ham,Sunderland,H,1,0,10,9,6,7,2,7,12,20,1,3,0,0,2,3.4,3.8,2009-2010
2010-04-11,Blackburn,Man United,D,0,0,8,13,7,6,1,7,14,12,1,2,0,0,6.5,4,1.53,2009-2010
2010-04-11,Liverpool,Fulham,D,0,0,18,2,9,2,10,1,6,16,1,3,0,0,1.29,5,13,2009-2010
2010-04-11,Man City,Birmingham,H,5,1,17,5,8,3,8,4,12,9,0,3,0,0,1.4,4.5,8.5,2009-2010
2010-04-11,Wolves,Stoke,D,0,0,10,9,8,1,7,6,7,4,0,0,0,0,2.3,3.25,3.2,2009-2010
2010-04-13,Chelsea,Bolton,H,1,0,18,7,8,2,5,2,13,22,1,4,0,0,1.14,8,19,2009-2010
2010-04-14,Aston Villa,Everton,D,2,2,10,13,7,10,7,6,11,9,2,2,0,0,2.25,3.3,3.3,2009-2010
2010-04-14,Tottenham,Arsenal,H,2,1,13,19,10,11,4,6,13,10,3,1,0,0,3.25,3.3,2.25,2009-2010
2010-04-14,Wigan,Portsmouth,D,0,0,24,6,14,2,10,3,16,9,2,1,0,0,1.57,3.8,6.5,2009-2010
2010-04-17,Birmingham,Hull,D,0,0,10,11,7,4,8,1,11,12,0,0,0,0,1.73,3.6,5,2009-2010
2010-04-17,Blackburn,Everton,A,2,3,15,11,10,4,4,2,15,10,3,2,0,0,2.8,3.25,2.6,2009-2010
2010-04-17,Fulham,Wolves,D,0,0,11,5,4,1,5,9,9,11,1,0,0,0,2.1,3.25,3.75,2009-2010
2010-04-17,Man City,Man United,A,0,1,8,13,5,3,7,5,8,12,2,1,0,0,2.88,3.5,2.4,2009-2010
2010-04-17,Stoke,Bolton,A,1,2,11,13,5,8,5,1,10,5,1,2,0,0,2.1,3.25,3.75,2009-2010
2010-04-17,Sunderland,Burnley,H,2,1,16,9,11,4,3,3,14,17,3,2,0,0,1.62,3.75,6,2009-2010
2010-04-17,Tottenham,Chelsea,H,2,1,20,9,10,6,13,4,7,14,2,4,0,1,4,3.6,1.91,2009-2010
2010-04-18,Portsmouth,Aston Villa,A,1,2,16,12,12,9,7,6,5,10,0,0,0,0,5.5,3.75,1.67,2009-2010
2010-04-18,Wigan,Arsenal,H,3,2,16,11,11,8,8,3,15,13,2,1,0,0,6.5,4,1.53,2009-2010
2010-04-19,Liverpool,West Ham,H,3,0,17,6,8,2,9,2,8,12,0,2,0,0,1.33,5,10,2009-2010
2010-04-21,Hull,Aston Villa,A,0,2,14,11,10,5,11,9,8,7,2,2,0,0,3.5,3.4,2.1,2009-2010
2010-04-24,Arsenal,Man City,D,0,0,9,3,4,2,5,1,13,14,4,2,0,0,2,3.5,3.75,2009-2010
2010-04-24,Bolton,Portsmouth,D,2,2,14,13,10,6,12,5,16,13,1,1,0,0,1.53,4,6.5,2009-2010
2010-04-24,Hull,Sunderland,A,0,1,14,10,8,5,3,6,12,17,1,3,1,1,2.38,3.4,3,2009-2010
2010-04-24,Man United,Tottenham,H,3,1,15,9,8,3,4,4,13,10,1,0,0,0,1.5,4.2,7,2009-2010
2010-04-24,West Ham,Wigan,H,3,2,9,12,7,10,4,5,9,10,1,2,0,0,1.83,3.6,4.33,2009-2010
2010-04-24,Wolves,Blackburn,D,1,1,14,12,5,8,4,4,9,8,0,1,0,0,2.2,3.25,3.4,2009-2010
2010-04-25,Aston Villa,Birmingham,H,1,0,10,16,6,14,7,5,12,16,1,4,0,0,1.62,3.75,6,2009-2010
2010-04-25,Burnley,Liverpool,A,0,4,12,12,6,10,4,5,13,11,2,1,0,0,5.5,4,1.62,2009-2010
2010-04-25,Chelsea,Stoke,H,7,0,29,3,18,2,7,0,14,12,0,3,0,0,1.14,8,21,2009-2010
2010-04-25,Everton,Fulham,H,2,1,15,8,9,6,9,3,7,12,0,1,0,0,1.36,4.5,10,2009-2010
2010-05-01,Birmingham,Burnley,H,2,1,13,12,4,7,6,8,11,10,2,1,0,0,1.5,4.2,7,2009-2010
2010-05-01,Man City,Aston Villa,H,3,1,17,10,12,6,13,5,6,9,1,2,0,0,1.83,3.6,4.33,2009-2010
2010-05-01,Portsmouth,Wolves,H,3,1,12,18,8,11,7,9,10,13,0,1,0,0,2.38,3.25,3.1,2009-2010
2010-05-01,Stoke,Everton,D,0,0,12,11,6,9,6,5,10,10,0,0,0,0,3.6,3.3,2.1,2009-2010
2010-05-01,Tottenham,Bolton,H,1,0,25,11,12,7,11,7,11,10,0,3,0,0,1.29,5.5,10,2009-2010
2010-05-02,Fulham,West Ham,H,3,2,5,7,3,5,9,3,10,14,0,0,0,0,2.38,3.25,3.1,2009-2010
2010-05-02,Liverpool,Chelsea,A,0,2,7,15,2,11,9,5,7,7,1,2,0,0,4,3.8,1.83,2009-2010
2010-05-02,Sunderland,Man United,A,0,1,10,14,2,9,9,4,10,9,3,2,0,0,9.5,4.75,1.36,2009-2010
2010-05-03,Blackburn,Arsenal,H,2,1,11,6,7,4,5,8,19,15,2,2,0,0,3.5,3.4,2.1,2009-2010
2010-05-03,Wigan,Hull,D,2,2,13,6,7,3,8,1,11,14,2,0,0,0,1.8,3.6,4.5,2009-2010
2010-05-05,Fulham,Stoke,A,0,1,12,5,6,2,8,3,7,6,1,3,0,0,2.1,3.3,3.6,2009-2010
2010-05-05,Man City,Tottenham,A,0,1,10,10,5,6,9,7,12,14,0,3,0,0,2,3.4,3.8,2009-2010
2010-05-09,Arsenal,Fulham,H,4,0,16,5,11,2,5,2,11,10,2,2,0,0,1.2,7,13,2009-2010
2010-05-09,Aston Villa,Blackburn,A,0,1,16,9,12,3,11,5,14,12,2,1,0,0,1.57,4,6,2009-2010
2010-05-09,Bolton,Birmingham,H,2,1,14,10,8,5,3,6,14,17,2,5,0,0,2.25,3.3,3.3,2009-2010
2010-05-09,Burnley,Tottenham,H,4,2,16,16,12,11,5,6,9,8,0,0,0,0,7,4.2,1.5,2009-2010
2010-05-09,Chelsea,Wigan,H,8,0,17,4,10,3,2,3,14,9,2,2,0,1,1.1,10,23,2009-2010
2010-05-09,Everton,Portsmouth,H,1,0,21,10,13,4,14,1,12,11,0,0,0,0,1.29,5.5,11,2009-2010
2010-05-09,Hull,Liverpool,D,0,0,11,19,6,7,2,6,15,11,1,0,0,0,6.5,3.8,1.57,2009-2010
2010-05-09,Man United,Stoke,H,4,0,18,4,13,4,10,2,10,4,2,0,0,0,1.13,8,23,2009-2010
2010-05-09,West Ham,Man City,D,1,1,12,17,8,6,4,3,12,7,2,0,0,0,4,3.6,1.91,2009-2010
2010-05-09,Wolves,Sunderland,H,2,1,14,11,7,5,4,1,11,19,1,2,0,2,2.25,3.4,3.25,2009-2010
